Topic,Word,Frequency
654,lot,1
655,prime,1
656,real,1
657,estate,1
658,owned,1
659,canadian,1
660,funds,1
661,including,1
662,issuance,1
663,visas,4
664,coral,1
665,card,9
666,platinum,2
667,international,1
668,accepted,1
669,terminal,1
670,2,2
671,lounge,9
672,access,5
673,many,2
674,passengers,1
675,facing,1
676,inconvenience,1
677,etihad,2
678,check,1
679,counter,1
680,arrival,8
681,process,1
682,boarding,1
683,flights,3
684,come,1
685,understanding,1
686,based,1
687,experiences,1
688,friends,1
689,traveled,1
690,via,1
691,airlines,1
692,paytm,1
693,debit,1
694,accessible,1
695,thrishul,1
696,travelling,2
697,choice,1
698,difficult,1
699,days,2
700,easy,1
701,tickets,1
702,cheap,1
703,daily,1
704,available,1
705,footfall,1
706,remarkable,1
707,able,1
708,using,2
709,hsbc,1
710,credit,2
711,website,2
712,says,2
713,get,2
714,3,1
715,complimentary,1
716,bizarre,1
717,rule,1
718,lots,1
719,issues,1
720,etc,1
721,stuck,4
722,issue,1
723,anyway,1
724,reach,1
725,help,5
726,borderforceuk,1
727,waiting,1
728,domestic,1
729,longue,1
730,staff,4
731,cards,3
732,working,1
733,since,1
734,today,1
735,15th,1
736,feb,1
737,2022,1
738,well,1
739,ba,2
740,following,1
741,ukgov,1
742,exemptions,2
743,iata,1
744,recommendations,1
745,transit,1
746,still,1
747,stubbornly,1
748,claiming,1
749,look,1
750,e,2
751,dubai,2
752,22,1
753,october,1
754,130,1
755,pm,1
756,assist,1
757,covid,1
758,test,1
759,requirements,1
760,clarification,1
761,indians,1
762,eligible,1
763,right,1
764,confusion,1
765,friend,1
766,trying,1
767,board,2
768,student,1
769,stranded,1
770,holding,1
771,new,1
772,family,1
773,bahrain,3
774,parents,2
775,residing,1
776,please,5
777,arrange,1
778,flight,1
779,omanair,1
780,urgent,1
781,needed,1
782,passenger,1
783,copr,1
784,permanent,1
785,resident,1
786,letting,1
787,late,1
788,serving,1
789,one,1
790,worst,1
791,tasting,1
792,food,1
793,mastercard,2
794,amex,1
795,prioritycards,1
796,note,1
797,amexcards,1
798,denied,2
799,acess,1
800,permit,1
801,till,1
802,three,1
803,departure,1
804,feels,1
805,betyayed,1
806,humiliated,1
807,must,1
808,clarify,1
809,clauses,1
810,customers,1
811,abt,1
812,jagograhakjago,1
813,signature,1
814,n,1
815,lesson,1
816,learnt,1
817,cheapest,1
818,cash,1
819,forex,1
820,atm,1
821,withdrawn,2
822,foreign,2
823,taking,1
824,living,1
825,understand,1
826,entry,3
827,takes,1
828,limited,1
829,master,1
830,u,1
831,claim,1
832,idfc,1
833,also,1
834,give,1
835,feature,1
836,customs,2
837,officer,2
838,know,3
839,bangkok,2
840,sure,1
841,thailand,1
842,indonesia,2
843,truestory,1
844,plaza,1
845,reason,1
846,given,1
847,temporary,1
848,withdrawal,1
849,intimation,1
850,cardholders,1
851,poor,2
852,customer,1
853,experience,1
854,pl,1
855,explain,1
856,kirenrijiju,1
857,honble,1
858,minister,1
859,dragonfly,1
860,organic,3
861,hired,1
862,german,1
863,national,1
864,peter,1
865,georg,1
866,alfred,1
867,laass,1
868,ceo,1
869,start,1
870,restaurant,1
871,amp,2
872,bakery,1
873,despite,2
874,employment,1
875,sent,1
876,back,1
877,immigration,3
878,sir,1
879,project,1
880,benefits,1
881,farmers,1
882,ur,2
883,allowed,1
884,strange,1
885,ground,1
886,rules,1
887,partner,1
888,investor,1
889,365,1
890,gt,1
891,better,1
892,team,1
893,stands,1
894,third,1
895,tourist,1
896,arrivals,1
897,australian,1
898,man,1
899,refused,1
900,guest,1
901,mine,1
902,japanese,1
903,citizen,1
904,w,1
905,apply,1
906,online,1
907,beforehand,1
908,baggage,1
909,delivery,1
910,ranks,1
911,best,1
912,class,1
913,hand,1
914,bag,1
915,scanning,1
916,professional,1
917,helpsingapore,1
918,second,1
919,page,1
920,print,1
921,tigerairways,1
922,cooperati,1
923,starts,1
924,30,1
925,day,1
926,japan,1
927,singapore,1
928,nz,1
929,philippines,1
930,finland,1
931,laos,1
932,vietnam,1
933,myanmar,1
934,cambodia,1
935,indian,1
936,nationals,1
937,11,1
938,countries,1
939,travel,1
940,karnataka,1
941,hc,1
942,acquits,1
943,woman,1
944,bribery,1
945,charges,1
946,foreigners,2
947,kushanmitra,1
948,canada,2
949,leverage,1
950,5,2
951,eyes,1
952,country,2
953,lot,1
954,prime,1
955,real,1
956,estate,1
957,india,6
958,owned,1
959,canadian,1
960,funds,1
961,including,1
962,bangalore,41
963,airport,38
964,issuance,1
965,visas,4
966,coral,1
967,card,8
968,visa,38
969,platinum,2
970,international,1
971,accepted,1
972,terminal,1
973,2,2
974,lounge,9
975,access,6
976,paytm,1
977,debit,1
978,accessible,1
979,thrishul,1
980,travelling,2
981,choice,1
982,difficult,1
983,days,2
984,easy,1
985,tickets,1
986,cheap,1
987,daily,1
988,flights,2
989,available,1
990,footfall,1
991,remarkable,1
992,able,1
993,using,2
994,hsbc,1
995,credit,2
996,website,2
997,says,2
998,get,3
999,3,1
1000,complimentary,1
1001,bizarre,1
1002,rule,1
1003,lots,1
1004,issues,1
1005,etc,1
1006,worst,2
1007,pathetic,1
1008,service,1
1009,allowed,2
1010,board,6
1011,flight,6
1012,uae,1
1013,even,1
1014,though,2
1015,us,4
1016,valid,3
1017,man,2
1018,charge,1
1019,girishkumar,1
1020,absolutely,1
1021,useless,1
1022,asked,1
1023,wait,1
1024,40mins,1
1025,end,1
1026,allow,2
1027,customerexperience,1
1028,stuck,5
1029,issue,1
1030,anyway,1
1031,reach,1
1032,help,7
1033,borderforceuk,1
1034,yeah,1
1035,cousin,1
1036,denied,3
1037,free,2
1038,entry,4
1039,lists,1
1040,list,1
1041,wondering,1
1042,anyone,1
1043,check,1
1044,advance,1
1045,waiting,2
1046,domestic,1
1047,longue,1
1048,staff,4
1049,cards,2
1050,working,1
1051,since,1
1052,today,3
1053,15th,1
1054,feb,1
1055,2022,1
1056,well,1
1057,ba,2
1058,following,1
1059,ukgov,1
1060,exemptions,2
1061,iata,1
1062,recommendations,1
1063,transit,2
1064,still,1
1065,stubbornly,1
1066,claiming,1
1067,need,3
1068,look,1
1069,e,2
1070,dubai,5
1071,22,1
1072,october,1
1073,130,1
1074,pm,1
1075,assist,1
1076,covid,1
1077,test,1
1078,requirements,1
1079,clarification,1
1080,indians,1
1081,eligible,1
1082,arrival,7
1083,right,1
1084,confusion,1
1085,friend,1
1086,trying,1
1087,sir,2
1088,urgent,3
1089,please,8
1090,guide,1
1091,problem,1
1092,immigration,3
1093,officer,3
1094,children,1
1095,emirates,1
1096,time,2
1097,4,1
1098,hours,1
1099,flying,1
1100,dhaka,1
1101,via,1
1102,student,1
1103,stranded,1
1104,holding,1
1105,new,2
1106,family,1
1107,bahrain,3
1108,parents,2
1109,residing,1
1110,arrange,2
1111,dear,2
1112,kindly,3
1113,lost,1
1114,job,1
1115,canceled,1
1116,21st,1
1117,march,1
1118,stay,1
1119,registration,1
1120,select,1
1121,unfortunately,1
1122,far,1
1123,karnataka,2
1124,avoid,1
1125,embassy,1
1126,send,1
1127,wife,1
1128,back,1
1129,7,1
1130,months,1
1131,pregnant,1
1132,visit,1
1133,going,1
1134,expire,1
1135,dammam,1
1136,treat,1
1137,indianembriyadh,1
1138,omanair,1
1139,needed,1
1140,passenger,1
1141,copr,1
1142,permanent,1
1143,resident,1
1144,letting,1
1145,sister,1
1146,h4,1
1147,holder,1
1148,saying,1
1149,usa,1
1150,travel,3
1151,ban,2
1152,travelled,1
1153,outside,1
1154,last,1
1155,1,1
1156,month,1
1157,care,1
1158,share,1
1159,resource,1
1160,citing,1
1161,indian,2
1162,passport,1
1163,holders,1
1164,late,1
1165,serving,1
1166,one,2
1167,tasting,1
1168,food,1
1169,mastercard,2
1170,amex,1
1171,prioritycards,1
1172,note,1
1173,amexcards,1
1174,n,1
1175,lesson,1
1176,learnt,1
1177,cheapest,1
1178,cash,1
1179,forex,1
1180,atm,1
1181,withdrawn,2
1182,foreign,2
1183,taking,1
1184,living,1
1185,understand,1
1186,takes,1
1187,respected,1
1188,sushmaswaraj,1
1189,meaindia,1
1190,guest,2
1191,sweden,1
1192,expired,1
1193,applied,1
1194,evisa,1
1195,could,1
1196,getting,1
1197,expedited,1
1198,thanks,1
1199,limited,1
1200,master,1
1201,u,1
1202,claim,1
1203,idfc,1
1204,also,1
1205,give,1
1206,feature,1
1207,customs,2
1208,know,3
1209,bangkok,2
1210,sure,1
1211,thailand,1
1212,indonesia,2
1213,truestory,1
1214,plaza,1
1215,reason,1
1216,given,1
1217,temporary,1
1218,withdrawal,1
1219,intimation,1
1220,cardholders,1
1221,poor,1
1222,customer,1
1223,experience,1
1224,pl,1
1225,explain,1
1226,ur,2
1227,strange,1
1228,ground,1
1229,rules,1
1230,partner,1
1231,investor,1
1232,365,1
1233,gt,1
1234,better,1
1235,team,1
1236,stands,1
1237,third,1
1238,tourist,1
1239,arrivals,1
1240,australian,1
1241,refused,1
1242,despite,1
1243,mine,1
1244,japanese,1
1245,citizen,1
1246,w,1
1247,apply,1
1248,online,1
1249,beforehand,1
1250,baggage,1
1251,delivery,1
1252,ranks,1
1253,best,1
1254,class,1
1255,hand,1
1256,bag,1
1257,scanning,1
1258,amp,1
1259,professional,1
1260,helpsingapore,1
1261,second,1
1262,page,1
1263,print,1
1264,tigerairways,1
1265,cooperati,1
1266,starts,1
1267,30,1
1268,day,1
1269,japan,1
1270,singapore,1
1271,nz,1
1272,philippines,1
1273,finland,1
1274,laos,1
1275,vietnam,1
1276,myanmar,1
1277,cambodia,1
1278,nationals,1
1279,11,1
1280,countries,1
1281,hc,1
1282,acquits,1
1283,woman,1
1284,bribery,1
1285,charges,1
1286,foreigners,2
1287,kushanmitra,1
1288,canada,2
1289,leverage,1
1290,5,2
1291,eyes,1
1292,country,2
1293,lot,1
1294,prime,1
1295,real,1
1296,estate,1
1297,india,3
1298,owned,1
1299,canadian,1
1300,funds,1
1301,including,1
1302,bangalore,36
1303,airport,33
1304,issuance,1
1305,visas,5
1306,coral,1
1307,card,8
1308,visa,31
1309,platinum,2
1310,international,1
1311,accepted,1
1312,terminal,1
1313,2,2
1314,lounge,9
1315,access,6
1316,good,1
1317,experience,3
1318,flights,3
1319,bad,1
1320,airvistara,1
1321,staff,6
1322,check,3
1323,counters,1
1324,counter,1
1325,verify,1
1326,asked,1
1327,book,1
1328,return,1
1329,tickets,2
1330,paytm,1
1331,debit,1
1332,accessible,1
1333,thrishul,1
1334,travelling,2
1335,choice,1
1336,difficult,1
1337,days,3
1338,easy,1
1339,cheap,1
1340,daily,1
1341,available,1
1342,footfall,1
1343,remarkable,1
1344,able,1
1345,using,2
1346,hsbc,1
1347,credit,2
1348,website,3
1349,says,2
1350,get,2
1351,3,1
1352,complimentary,1
1353,bizarre,1
1354,rule,1
1355,lots,1
1356,issues,1
1357,etc,1
1358,sorry,1
1359,figure,1
1360,mumbai,1
1361,lounges,3
1362,denied,2
1363,kotak,3
1364,royale,1
1365,signature,1
1366,reason,2
1367,tie,1
1368,ups,1
1369,claims,1
1370,tieups,1
1371,claim,2
1372,otherwise,1
1373,stuck,4
1374,issue,1
1375,anyway,1
1376,reach,1
1377,help,4
1378,borderforceuk,1
1379,waiting,1
1380,domestic,1
1381,longue,1
1382,cards,2
1383,working,1
1384,since,1
1385,today,1
1386,15th,1
1387,feb,1
1388,2022,1
1389,well,1
1390,ba,2
1391,following,1
1392,ukgov,1
1393,exemptions,2
1394,iata,1
1395,recommendations,1
1396,transit,1
1397,still,1
1398,stubbornly,1
1399,claiming,2
1400,need,3
1401,look,1
1402,e,2
1403,dubai,2
1404,22,1
1405,october,1
1406,130,1
1407,pm,1
1408,assist,1
