Topic,Word,Frequency
1024,enter,1
1025,building,1
1026,ticket,1
1027,spawned,1
1028,entire,1
1029,complex,1
1030,restaurants,1
1031,shops,1
1032,spot,1
1033,bite,1
1034,late,1
1035,asks,1
1036,enginner,1
1037,disappointed,1
1038,guide,1
1039,today,1
1040,children,1
1041,emirates,2
1042,visa,1
1043,dhaka,1
1044,approval,1
1045,main,1
1046,luckily,1
1047,language,1
1048,experience,2
1049,hariprasadholla,1
1050,btw,1
1051,ps,1
1052,asked,4
1053,replied,1
1054,absolutely,1
1055,ocassions,1
1056,asking,1
1057,replying,1
1058,could,1
1059,confirm,2
1060,permanent,2
1061,canada,3
1062,allowed,2
1063,immediate,1
1064,connection,1
1065,status,1
1066,already,1
1067,pr,1
1068,iata,1
1069,links,1
1070,wife,1
1071,travelled,1
1072,feb,3
1073,screening,4
1074,thermal,1
1075,scanners,1
1076,station,1
1077,gates,1
1078,different,1
1079,bro,1
1080,landed,2
1081,22nd,1
1082,related,1
1083,fact,1
1084,hourlong,1
1085,fat,1
1086,ass,1
1087,place,1
1088,prabha,1
1089,mani,1
1090,machan,1
1091,innum,1
1092,da,1
1093,still,1
1094,hungry,1
1095,biriyani,1
1096,surprising,1
1097,enough,1
1098,cab,1
1099,usual,2
1100,finally,1
1101,reached,1
1102,n,1
1103,protocol,1
1104,corona,1
1105,whereabouts,1
1106,form,6
1107,unless,1
1108,avoided,1
1109,massive,1
1110,collusion,1
1111,escaped,1
1112,sakshijoshii,1
1113,friend,1
1114,mine,1
1115,munich,1
1116,3rd,1
1117,march,1
1118,walked,1
1119,blr,2
1120,came,1
1121,philly,1
1122,last,1
1123,tuesday,1
1124,zero,1
1125,measures,1
1126,precautions,1
1127,everyone,1
1128,made,1
1129,fill,2
1130,contact,2
1131,mandatory,1
1132,double,1
1133,checking,1
1134,data,1
1135,given,1
1136,ohh,1
1137,right,1
1138,infront,1
1139,woman,1
1140,small,1
1141,kids,1
1142,stuck,1
1143,air,1
1144,pssses,1
1145,helpful,1
1146,possible,1
1147,Today,1
1148,Bengaluru,1
1149,Airport,1
1150,section,1
1151,purpose,1
1152,gave,1
1153,reference.,1
1154,left,1
1155,express,1
1156,coach,1
1157,26th,1
1158,July.,1
1159,unable,1
1160,online.,1
1161,teams,1
1162,well.,1
1163,Bangalore,2
1164,2008,1
1165,piece,1
1166,cop,1
1167,stupidest,1
1168,thing,1
1169,world.,1
1170,stellar,1
1171,truly,1
1172,contactless.,1
1173,Print,1
1174,.,1
1175,US,1
1176,SFO,1
1177,complete,1
1178,contrast.,1
1179,sir,3
1180,nothing,1
1181,beats,1
1182,efficiency,1
1183,bangalore,51
1184,airport,56
1185,landing,1
1186,immigration,55
1187,exit,2
1188,45,2
1189,minutes,4
1190,process,3
1191,far,1
1192,better,2
1193,compare,1
1194,many,3
1195,european,1
1196,countries,2
1197,kudos,1
1198,team,2
1199,behind,1
1200,recently,2
1201,interesting,1
1202,conversation,1
1203,check,5
1204,officer,10
1205,knowing,3
1206,traveling,1
1207,said,3
1208,lucky,1
1209,learn,2
1210,science,1
1211,everyday,1
1212,day,3
1213,cnr,1
1214,rao,1
1215,arrival,1
1216,lounge,1
1217,amazingly,1
1218,good,2
1219,amp,2
1220,efficient,2
1221,smiling,1
1222,customs,1
1223,agents,1
1224,easy,1
1225,happy,1
1226,feeling,1
1227,come,1
1228,home,1
1229,3,2
1230,let,3
1231,board,2
1232,flight,4
1233,5th,1
1234,aug,2
1235,night,2
1236,plz,1
1237,help,2
1238,answer,1
1239,thank,2
1240,7pm,1
1241,65,1
1242,booths,1
1243,empty,1
1244,vishwaguru,1
1245,prime,1
1246,minister,1
1247,narendra,1
1248,modi,1
1249,speak,1
1250,kannada,6
1251,dancer,2
1252,salman,3
1253,yusuf,1
1254,khan,3
1255,reveals,1
1256,interaction,1
1257,passengers,2
1258,flying,1
1259,riyadh,1
1260,hyderabad,2
1261,xy325,1
1262,flynas,1
1263,badly,1
1264,stranded,2
1265,kempegowda,1
1266,due,2
1267,bad,2
1268,weather,1
1269,conditions,1
1270,kindly,2
1271,allow,2
1272,us,6
1273,provide,1
1274,clearance,2
1275,matter,2
1276,urgent,1
1277,choreographer,1
1278,yusuff,1
1279,harassed,1
1280,timesnow,1
1281,born,1
1282,odisha,2
1283,native,1
1284,karnataka,1
1285,lived,1
1286,1st,1
1287,month,1
1288,life,1
1289,seeing,1
1290,passport,4
1291,odia,3
1292,official,2
1293,started,1
1294,talking,1
1295,get,1
1296,says,4
1297,know,2
1298,shameful,1
1299,harassment,1
1300,yousuf,1
1301,take,2
1302,long,4
1303,escalates,1
1304,lynching,1
1305,seems,1
1306,opportunities,1
1307,days,1
1308,faking,1
1309,publicity,1
1310,never,2
1311,saw,2
1312,even,3
1313,one,3
1314,found,1
1315,chill,1
1316,guys,2
1317,auto,1
1318,english,2
1319,knowledge,1
1320,bhimaru,1
1321,states,1
1322,engineer,1
1323,baglanayantara,1
1324,travel,6
1325,always,2
1326,feel,2
1327,worst,1
1328,hit,1
1329,ai175,1
1330,bom,1
1331,blr,1
1332,sfo,1
1333,delayed,1
1334,9,1
1335,hours,2
1336,information,2
1337,much,3
1338,delay,1
1339,reschedule,1
1340,different,1
1341,date,1
1342,unable,2
1343,leave,2
1344,unacceptable,1
1345,double,1
1346,checked,1
1347,although,1
1348,told,2
1349,happen,2
1350,delhi,1
1351,informed,2
1352,would,1
1353,okay,1
1354,cuz,1
1355,ample,1
1356,amount,1
1357,time,5
1358,become,1
1359,hell,1
1360,sure,1
1361,u,1
1362,fix,1
1363,domestic,1
1364,1,3
1365,hour,2
1366,security,4
1367,international,2
1368,30,1
1369,mins,1
1370,jour,1
1371,que,1
1372,12,2
1373,30am,1
1374,super,1
1375,crazy,1
1376,unhealthy,1
1377,system,2
1378,flyethiopiancom,1
1379,staff,1
1380,rude,1
1381,listens,1
1382,whatever,1
1383,finish,1
1384,another,1
1385,checks,3
1386,entry,1
1387,seal,1
1388,worked,1
1389,2,3
1390,standing,1
1391,line,1
1392,cluster,1
1393,fuck,1
1394,hey,1
1395,bright,1
1396,side,1
1397,got,2
1398,done,2
1399,3am,1
1400,queues,3
1401,ordeal,1
1402,less,1
1403,q,2
1404,wheelchair,1
1405,plus,1
1406,best,1
1407,7,1
1408,5,2
1409,layover,1
1410,allowing,2
1411,go,2
1412,early,1
1413,waiting,2
1414,hall,1
1415,dramatic,1
1416,relate,1
1417,v,1
1418,hard,1
1419,tom,1
1420,hanks,1
1421,character,1
1422,terminal,1
1423,pretty,1
1424,fancy,1
1425,walk,1
1426,around,1
1427,post,1
1428,doctorsoumya,1
1429,22,1
