Topic,Word,Frequency
1078,airlines,1
1079,charge,1
1080,500,1
1081,bucks,1
1082,crappy,1
1083,quite,1
1084,decent,1
1085,jet,1
1086,lounge,1
1087,even,1
1088,better,1
1089,try,2
1090,costly,1
1091,tasty,1
1092,biggest,1
1093,challenge,1
1094,seat,1
1095,birds,1
1096,remember,1
1097,disturbed,1
1098,going,1
1099,extinct,1
1100,urban,1
1101,areas,1
1102,visit,1
1103,india,2
1104,funnily,1
1105,though,1
1106,see,1
1107,lots,2
1108,move,1
1109,w,1
1110,fear,1
1111,taste,1
1112,filled,1
1113,mall,1
1114,many,3
1115,sucks,1
1116,big,1
1117,sparrow,2
1118,invasion,2
1119,normal,2
1120,flying,1
1121,well,1
1122,picking,1
1123,left,1
1124,behind,1
1125,best,1
1126,company,1
1127,u,1
1128,get,1
1129,species,1
1130,wings,1
1131,place,1
1132,thick,1
1133,dense,1
1134,fog,1
1135,flight,2
1136,operations,1
1137,go,1
1138,haywire,1
1139,news,1
1140,record,1
1141,breaking,1
1142,sale,1
1143,dosas,1
1144,using,1
1145,self,1
1146,ordering,1
1147,kiosk,1
1148,dangerous,1
1149,rt,1
1150,sachinkalbag,1
1151,young,1
1152,prozpekt,1
1153,lol,1
1154,n,1
1155,half,1
1156,smooth,1
1157,Landing,1
1158,Woman,1
1159,Pilots,1
1160,Indigo,1
1161,6E,1
1162,229,1
1163,Chennai,1
1164,Airport.The,1
1165,damn,1
1166,good!,1
1167,2nd,1
1168,pic,1
1169,Karela,1
1170,(bitter,1
1171,gourd).,1
1172,Bangalore,5
1173,Aviation,1
1174,.,2
1175,person,1
1176,screaming,1
1177,water.There,1
1178,free,1
1179,water,2
1180,fountains,1
1181,airport.,3
1182,Go,1
1183,drink,1
1184,Checked,1
1185,street,2
1186,food-style,1
1187,stalls,1
1188,feel,1
1189,I'm,1
1190,market.,1
1191,Time,1
1192,dessert.,1
1193,gelato,1
1194,Airport,5
1195,sweet,1
1196,treat,1
1197,beat,2
1198,heat.,2
1199,Love,1
