Topic,Word,Frequency
1197,bliss,1
1198,fresh,2
1199,juices,1
1200,caramel,1
1201,coffee,14
1202,cafenoir,1
1203,best,2
1204,discovered,1
1205,drinking,1
1206,hot,4
1207,without,1
1208,sugar,1
1209,alone,1
1210,sucks,1
1211,pl,2
1212,train,1
1213,staff,1
1214,orders,1
1215,serve,1
1216,properly,1
1217,hate,2
1218,monopolies,1
1219,casual,1
1220,coming,1
1221,7,1
1222,course,1
1223,snacks,1
1224,gulpanag,1
1225,gud,1
1226,gul,1
1227,enjoy,1
1228,distance,1
1229,india,2
1230,cunningham,1
1231,rd,1
1232,well,1
1233,equipped,1
1234,book,2
1235,library,1
1236,atm,1
1237,shopping,2
1238,lived,1
1239,grown,1
1240,crumbs,2
1241,constant,1
1242,refrain,1
1243,tweets,1
1244,chai,2
1245,point,1
1246,serves,1
1247,boiled,1
1248,tea,4
1249,though,1
1250,costs,1
1251,rs,1
1252,25,1
1253,cannot,1
1254,b,1
1255,customized,1
1256,still,1
1257,better,2
1258,brown,1
1259,diarrhea,1
1260,reached,1
1261,wait,1
1262,4,1
1263,hours,1
1264,currently,1
1265,sitting,1
1266,hall,6
1267,domestic,3
1268,terminal,3
1269,bangalor,1
1270,guy,2
1271,moved,1
1272,remembered,1
1273,2,1
1274,years,1
1275,ago,1
1276,order,1
1277,mocha,1
1278,cafecoffeedaycafe,1
1279,served,1
1280,tamarind,1
1281,sauce,1
1282,sandwich,1
1283,local,2
1284,favorite,1
1285,think,1
1286,cafecoffeeday,1
1287,wtf,1
1288,stole,1
1289,seat,2
1290,eventhough,1
1291,reserved,1
1292,tissue,1
1293,packet,1
1294,kind,1
1295,else,1
1296,wanted,1
1297,fmr,1
1298,wants,1
1299,join,1
1300,gate,1
1301,20,1
1302,audacious,1
1303,atwitter,1
1304,table,1
1305,foraging,1
1306,water,1
1307,airports,1
1308,flight.,2
1309,"Requesting,This",1
1310,week,1
1311,paid,1
1312,Starbucks,1
1313,Bangalore,3
1314,Sydney,1
1315,airport.,3
1316,chance,1
1317,drop,1
1318,Wolfgang,1
1319,Puck,1
1320,Airport,3
1321,T2,1
1322,left,1
1323,super,1
1324,unimpressed!,1
1325,avocado,1
1326,toast,1
1327,Caesar,1
1328,salad.,1
1329,Food,1
1330,average,1
1331,service.,1
1332,First,1
1333,stop,1
1334,BLR,1
1335,Airport:,1
1336,piping,1
1337,cup,6
1338,filter,2
1339,coffee.,1
1340,There's,1
1341,nothing,1
1342,South,1
1343,Indian,1
1344,day.,2
1345,Quick,1
1346,bite,1
1347,sandwiches,1
1348,delicious.,1
1349,Hopping,1
1350,flights?,1
1351,Grab,1
1352,quick,1
1353,espresso,1
1354,keep,1
1355,awake,1
1356,energized.,1
1357,chocolate,1
1358,hand.,1
1359,miss,1
1360,opportunity,1
1361,savor,1
1362,I'm,2
1363,Bangalore.,1
1364,green,1
1365,calm,1
1366,pre-flight,1
1367,jitters.,1
1368,airport's,3
1369,selection,1
1370,impressive.,1
1371,Bangalore's,1
1372,famous,1
1373,wake,1
